date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,home_country_win_percentage,away_country_win_percentage,away_country_weighted_score,home_country_weighted_score
2021-10-12,Kosovo,Georgia,1.0,2.0,FIFA World Cup qualification,Pristina,Kosovo,False,0.0,45.16129032258064,0.9032258064516128,-0.9032258064516128
2021-10-12,Lithuania,Switzerland,0.0,4.0,FIFA World Cup qualification,Vilnius,Lithuania,False,0.0,37.83783783783784,1.5135135135135136,-1.5135135135135136
2021-10-12,Ukraine,Bosnia and Herzegovina,1.0,1.0,FIFA World Cup qualification,Lviv,Ukraine,False,41.935483870967744,0.0,-0.41935483870967744,0.41935483870967744
2021-10-12,Faroe Islands,Scotland,0.0,1.0,FIFA World Cup qualification,Tórshavn,Faroe Islands,False,0.0,46.875,0.46875,-0.46875
2021-10-12,Denmark,Austria,1.0,0.0,FIFA World Cup qualification,Copenhagen,Denmark,False,57.14285714285714,50.0,-0.5714285714285714,0.5714285714285714
2021-10-12,England,Hungary,1.0,1.0,FIFA World Cup qualification,London,England,False,53.84615384615385,50.0,-0.038461538461538436,0.038461538461538436
2021-10-12,Albania,Poland,0.0,1.0,FIFA World Cup qualification,Tirana,Albania,False,31.25,45.714285714285715,0.45714285714285713,-0.45714285714285713
2021-11-11,Czech Republic,Kuwait,7.0,0.0,Friendly,Olomouc,Czech Republic,False,41.17647058823529,0.0,-2.8823529411764706,2.8823529411764706
2021-11-11,Serbia,Qatar,4.0,0.0,Friendly,Belgrade,Serbia,False,55.88235294117647,0.0,-2.235294117647059,2.235294117647059
2021-11-11,Ukraine,Bulgaria,1.0,1.0,Friendly,Odessa,Ukraine,False,41.935483870967744,0.0,-0.41935483870967744,0.41935483870967744
2021-11-11,Republic of Ireland,Portugal,0.0,0.0,FIFA World Cup qualification,Dublin,Republic of Ireland,False,0.0,67.56756756756756,0.0,0.0
2021-11-11,Georgia,Sweden,2.0,0.0,FIFA World Cup qualification,Batumi,Georgia,False,45.16129032258064,0.0,-0.9032258064516128,0.9032258064516128
2021-11-11,Greece,Spain,0.0,1.0,FIFA World Cup qualification,Athens,Greece,False,0.0,55.26315789473685,0.5526315789473685,-0.5526315789473685
2021-11-11,Malta,Croatia,1.0,7.0,FIFA World Cup qualification,Ta' Qali,Malta,False,0.0,51.28205128205128,3.5897435897435894,-3.5897435897435894
2021-11-11,Slovakia,Slovenia,2.0,2.0,FIFA World Cup qualification,Trnava,Slovakia,False,37.5,45.45454545454545,0.15909090909090906,-0.15909090909090906
2021-11-11,Germany,Liechtenstein,9.0,0.0,FIFA World Cup qualification,Wolfsburg,Germany,False,44.44444444444444,0.0,-4.0,4.0
2021-11-11,Romania,Iceland,0.0,0.0,FIFA World Cup qualification,Bucharest,Romania,False,40.625,0.0,0.0,0.0
2021-11-12,Italy,Switzerland,1.0,1.0,FIFA World Cup qualification,Rome,Italy,False,41.66666666666667,37.83783783783784,-0.03828828828828834,0.03828828828828834
2021-11-12,Moldova,Scotland,0.0,2.0,FIFA World Cup qualification,Chișinău,Moldova,False,0.0,46.875,0.9375,-0.9375
2021-11-12,Denmark,Faroe Islands,3.0,1.0,FIFA World Cup qualification,Copenhagen,Denmark,False,57.14285714285714,0.0,-1.7142857142857142,1.7142857142857142
2021-11-12,Austria,Israel,4.0,2.0,FIFA World Cup qualification,Klagenfurt,Austria,False,50.0,0.0,-2.0,2.0
2021-11-12,England,Albania,5.0,0.0,FIFA World Cup qualification,London,England,False,53.84615384615385,31.25,-2.692307692307692,2.692307692307692
2021-11-12,Andorra,Poland,1.0,4.0,FIFA World Cup qualification,Andorra la Vella,Andorra,False,0.0,45.714285714285715,1.8285714285714285,-1.8285714285714285
2021-11-12,Hungary,San Marino,4.0,0.0,FIFA World Cup qualification,Budapest,Hungary,False,50.0,0.0,-2.0,2.0
2021-11-13,France,Kazakhstan,8.0,0.0,FIFA World Cup qualification,Paris,France,False,57.89473684210527,0.0,-4.631578947368421,4.631578947368421
2021-11-13,Belgium,Estonia,3.0,1.0,FIFA World Cup qualification,Brussels,Belgium,False,50.0,0.0,-1.5,1.5
2021-11-13,Turkey,Gibraltar,6.0,0.0,FIFA World Cup qualification,Istanbul,Turkey,False,50.0,0.0,-3.0,3.0
2021-11-13,Montenegro,Netherlands,2.0,2.0,FIFA World Cup qualification,Podgorica,Montenegro,False,0.0,58.333333333333336,1.1666666666666667,-1.1666666666666667
2021-11-14,Portugal,Serbia,1.0,2.0,FIFA World Cup qualification,Lisbon,Portugal,False,67.56756756756756,55.88235294117647,0.4419713831478538,-0.4419713831478538
2021-11-14,Spain,Sweden,1.0,0.0,FIFA World Cup qualification,Seville,Spain,False,55.26315789473685,0.0,-0.5526315789473685,0.5526315789473685
2021-11-14,Croatia,Russia,1.0,0.0,FIFA World Cup qualification,Split,Croatia,False,51.28205128205128,0.0,-0.5128205128205128,0.5128205128205128
2021-11-14,Malta,Slovakia,0.0,6.0,FIFA World Cup qualification,Ta' Qali,Malta,False,0.0,37.5,2.25,-2.25
2021-11-14,Slovenia,Cyprus,2.0,1.0,FIFA World Cup qualification,Ljubljana,Slovenia,False,45.45454545454545,0.0,-0.9090909090909091,0.9090909090909091
2021-11-14,Liechtenstein,Romania,0.0,2.0,FIFA World Cup qualification,Vaduz,Liechtenstein,False,0.0,40.625,0.8125,-0.8125
2021-11-14,Armenia,Germany,1.0,4.0,FIFA World Cup qualification,Yerevan,Armenia,False,0.0,44.44444444444444,1.7777777777777777,-1.7777777777777777
2021-11-15,Georgia,Uzbekistan,1.0,0.0,Friendly,Gori,Georgia,False,45.16129032258064,0.0,-0.4516129032258064,0.4516129032258064
2021-11-15,Northern Ireland,Italy,0.0,0.0,FIFA World Cup qualification,Belfast,Northern Ireland,False,0.0,41.66666666666667,0.0,0.0
2021-11-15,Switzerland,Bulgaria,4.0,0.0,FIFA World Cup qualification,Lucerne,Switzerland,False,37.83783783783784,0.0,-1.5135135135135136,1.5135135135135136
2021-11-15,Scotland,Denmark,2.0,0.0,FIFA World Cup qualification,Glasgow,Scotland,False,46.875,57.14285714285714,-0.9375,0.9375
2021-11-15,Austria,Moldova,4.0,1.0,FIFA World Cup qualification,Klagenfurt,Austria,False,50.0,0.0,-2.0,2.0
2021-11-15,Albania,Andorra,1.0,0.0,FIFA World Cup qualification,Tirana,Albania,False,31.25,0.0,-0.3125,0.3125
2021-11-15,Poland,Hungary,1.0,2.0,FIFA World Cup qualification,Warsaw,Poland,False,45.714285714285715,50.0,0.5428571428571429,-0.5428571428571429
2021-11-15,San Marino,England,0.0,10.0,FIFA World Cup qualification,Serravalle,San Marino,False,0.0,53.84615384615385,5.384615384615384,-5.384615384615384
2021-11-16,Bosnia and Herzegovina,Ukraine,0.0,2.0,FIFA World Cup qualification,Zenica,Bosnia and Herzegovina,False,0.0,41.935483870967744,0.8387096774193549,-0.8387096774193549
2021-11-16,Finland,France,0.0,2.0,FIFA World Cup qualification,Helsinki,Finland,False,0.0,57.89473684210527,1.1578947368421053,-1.1578947368421053
2021-11-16,Wales,Belgium,1.0,1.0,FIFA World Cup qualification,Cardiff,Wales,False,0.0,50.0,0.5,-0.5
2021-11-16,Czech Republic,Estonia,2.0,0.0,FIFA World Cup qualification,Prague,Czech Republic,False,41.17647058823529,0.0,-0.8235294117647058,0.8235294117647058
2021-11-16,Montenegro,Turkey,1.0,2.0,FIFA World Cup qualification,Podgorica,Montenegro,False,0.0,50.0,1.0,-1.0
2021-11-16,Netherlands,Norway,2.0,0.0,FIFA World Cup qualification,Rotterdam,Netherlands,False,58.333333333333336,0.0,-1.1666666666666667,1.1666666666666667
2022-03-24,Italy,North Macedonia,0.0,1.0,FIFA World Cup qualification,Palermo,Italy,False,41.66666666666667,0.0,0.0,0.0
2022-03-24,Portugal,Turkey,3.0,1.0,FIFA World Cup qualification,Porto,Portugal,False,67.56756756756756,50.0,-1.5270270270270272,1.5270270270270272
2022-03-24,Sweden,Czech Republic,1.0,0.0,FIFA World Cup qualification,Stockholm,Sweden,False,0.0,41.17647058823529,0.0,0.0
2022-03-24,Wales,Austria,2.0,1.0,FIFA World Cup qualification,Cardiff,Wales,False,0.0,50.0,0.5,-0.5
2022-03-24,Hungary,Serbia,0.0,1.0,Friendly,Budapest,Hungary,False,50.0,55.88235294117647,0.5588235294117647,-0.5588235294117647
2022-03-24,Scotland,Poland,1.0,1.0,Friendly,Glasgow,Scotland,False,46.875,45.714285714285715,-0.011607142857142871,0.011607142857142871
2022-03-25,Bosnia and Herzegovina,Georgia,0.0,1.0,Friendly,Zenica,Bosnia and Herzegovina,False,0.0,45.16129032258064,0.4516129032258064,-0.4516129032258064
2022-03-25,France,Ivory Coast,2.0,1.0,Friendly,Marseille,France,False,57.89473684210527,0.0,-1.1578947368421053,1.1578947368421053
2022-03-25,Norway,Slovakia,2.0,0.0,Friendly,Oslo,Norway,False,0.0,37.5,0.0,0.0
2022-03-25,Romania,Greece,0.0,1.0,Friendly,Bucharest,Romania,False,40.625,0.0,0.0,0.0
2022-03-26,Croatia,Slovenia,1.0,1.0,Friendly,Al Rayyan,Qatar,True,51.28205128205128,45.45454545454545,-0.058275058275058245,0.058275058275058245
2022-03-26,England,Switzerland,2.0,1.0,Friendly,London,England,False,53.84615384615385,37.83783783783784,-0.6985446985446985,0.6985446985446985
2022-03-26,Germany,Israel,2.0,0.0,Friendly,Sinsheim,Germany,False,44.44444444444444,0.0,-0.8888888888888888,0.8888888888888888
2022-03-26,Netherlands,Denmark,4.0,2.0,Friendly,Amsterdam,Netherlands,False,58.333333333333336,57.14285714285714,-1.1904761904761907,1.1904761904761907
2022-03-26,Republic of Ireland,Belgium,2.0,2.0,Friendly,Dublin,Republic of Ireland,False,0.0,50.0,1.0,-1.0
