winner_country,country_home,home_country_weighted_score,country_away,away_country_weighted_score,home rank,away rank
England,England,0.9901000000000003,Austria,0.46520000000000006,0.9901000000000003,0.46520000000000006
France,France,0.8365000000000002,Wales,0.49174999999999996,0.8365000000000002,0.49174999999999996
N/A,Germany,0.6704750000000002,Denmark,0.8320250000000002,0.6704750000000002,0.8320250000000002
N/A,Netherlands,0.6466375000000002,Scotland,0.5951125,0.6466375000000002,0.5951125
Georgia,Romania,0.44323124999999997,Georgia,0.4969125,0.44323124999999997,0.4969125
N/A,Belgium,0.6992562500000001,Greece,0.50586875,0.6992562500000001,0.50586875
Switzerland,Switzerland,1.1105100000000006,Liechtenstein,0.4267949999999999,1.1105100000000006,0.4267949999999999
Turkey,Turkey,0.9148839375000002,Moldova,0.38318709374999993,0.9148839375000002,0.38318709374999993
Ukraine,Ukraine,0.5923875000000001,Northern Ireland,0.4026187499999999,0.5923875000000001,0.4026187499999999
Hungary,Hungary,0.8194500000000002,Cyprus,0.48989999999999995,0.8194500000000002,0.48989999999999995
Italy,Italy,1.0860412500000005,Czechia,0.473248125,1.0860412500000005,0.473248125
