winner_country,country_home,home_country_weighted_score,country_away,away_country_weighted_score,home rank,away rank
N/A,Northern Ireland,0.47148849791152403,Italy,2.4358577103189583,0.47148849791152403,2.4358577103189583
Switzerland,Switzerland,1.9001712927449435,Bulgaria,0.42232762286051206,1.9001712927449435,0.42232762286051206
Scotland,Scotland,1.400963109715947,Denmark,2.1202174432172063,1.400963109715947,2.1202174432172063
Austria,Austria,0.5964248668009531,Moldova,0.10826681439778316,0.5964248668009531,0.10826681439778316
Albania,Albania,0.6442599343182343,Andorra,-0.055723649532555014,0.6442599343182343,-0.055723649532555014
Hungary,Poland,0.9895176429390878,Hungary,0.9399952924567128,0.9895176429390878,0.9399952924567128
England,San Marino,-0.048298434613333704,England,3.6369438360082404,-0.048298434613333704,3.6369438360082404
Ukraine,Bosnia and Herzegovina,0.37634676847444554,Ukraine,0.9124901905569003,0.37634676847444554,0.9124901905569003
France,Finland,0.23672632604721092,France,2.331069563045028,0.23672632604721092,2.331069563045028
N/A,Wales,0.5592125099716662,Belgium,1.788908773020899,0.5592125099716662,1.788908773020899
Czechia,Czechia,1.0147543401778116,Estonia,0.19991224187656795,1.0147543401778116,0.19991224187656795
Turkey,Montenegro,0.4311035640612871,Turkey,0.9811577044986177,0.4311035640612871,0.9811577044986177
Netherlands,Netherlands,1.9784766156452682,Norway,0.37550097335285715,1.9784766156452682,0.37550097335285715
North Macedonia,Italy,2.2989703155662427,North Macedonia,0.5756649742407841,2.2989703155662427,0.5756649742407841
Portugal,Portugal,1.572811944446125,Turkey,0.8650681750011294,1.572811944446125,0.8650681750011294
Sweden,Sweden,0.9610663318890413,Czechia,0.9249443096293183,0.9610663318890413,0.9249443096293183
Wales,Wales,0.6747762476489282,Austria,0.5386429979623221,0.6747762476489282,0.5386429979623221
Serbia,Hungary,0.8186351234076228,Serbia,1.729928426623265,0.8186351234076228,1.729928426623265
N/A,Scotland,1.3803908363771038,Poland,1.0100899162779307,1.3803908363771038,1.0100899162779307
Georgia,Bosnia and Herzegovina,0.33032717549645507,Georgia,0.6360842770413446,0.33032717549645507,0.6360842770413446
France,France,2.614176519349531,Ivory Coast,0.35844652184774856,2.614176519349531,0.35844652184774856
Norway,Norway,0.47961284517023356,Slovakia,0.6135618089122181,0.47961284517023356,0.6135618089122181
Greece,Romania,0.5592740641640701,Greece,0.49128341091567035,0.5592740641640701,0.49128341091567035
N/A,Croatia,1.152654940122666,Slovenia,0.7834004122989672,1.152654940122666,0.7834004122989672
England,England,4.190655348883559,Switzerland,1.6233155363072842,4.190655348883559,1.6233155363072842
Germany,Germany,2.1010157059048495,Israel,0.19209553432295187,2.1010157059048495,0.19209553432295187
Netherlands,Netherlands,2.388346021531516,Denmark,1.9152827402740824,2.388346021531516,1.9152827402740824
N/A,Republic of Ireland,0.5482396551540809,Belgium,1.7236103983963296,0.5482396551540809,1.7236103983963296
Spain,Spain,2.3295001618216533,Albania,0.5090890208573302,2.3295001618216533,0.5090890208573302
Poland,Poland,1.207205541094628,Sweden,0.8625085194806927,1.207205541094628,0.8625085194806927
Portugal,Portugal,1.787659636314816,North Macedonia,0.46824112830643866,1.787659636314816,0.46824112830643866
N/A,Albania,0.515438783666531,Georgia,0.6297345142321439,0.515438783666531,0.6297345142321439
N/A,Austria,0.5807303898830611,Scotland,1.3383034444563646,0.5807303898830611,1.3383034444563646
Belgium,Belgium,1.9459714382359627,Burkina Faso,0.3888194800801835,1.9459714382359627,0.3888194800801835
Croatia,Croatia,1.3101531964209838,Bulgaria,0.34357849471135316,1.3101531964209838,0.34357849471135316
Denmark,Denmark,2.279803856963817,Serbia,1.5476678682783975,2.279803856963817,1.5476678682783975
England,England,4.64556553595669,Ivory Coast,0.13099142831118318,4.64556553595669,0.13099142831118318
Slovakia,Finland,0.19421191929923945,Slovakia,0.698590622408161,0.19421191929923945,0.698590622408161
France,France,2.925594171284484,South Africa,0.3442911740325234,2.925594171284484,0.3442911740325234
N/A,Israel,0.2104544608150078,Romania,0.5409151376720142,0.2104544608150078,0.5409151376720142
N/A,Netherlands,2.3739795057501825,Germany,2.115382221686183,2.3739795057501825,2.115382221686183
Hungary,Northern Ireland,0.4069823168455667,Hungary,0.9476474855395376,0.4069823168455667,0.9476474855395376
N/A,Qatar,0.2545293884142954,Slovenia,0.7555650952524056,0.2545293884142954,0.7555650952524056
Spain,Spain,2.597632899702408,Iceland,0.2177608480455141,2.597632899702408,0.2177608480455141
N/A,Switzerland,1.5627688827870874,Kosovo,0.47292911942354465,1.5627688827870874,0.47292911942354465
Italy,Turkey,0.7068662504727609,Italy,2.6153741646229802,0.7068662504727609,2.6153741646229802
N/A,Wales,0.6872846507479476,Czechia,0.9124359065302987,0.6872846507479476,0.9124359065302987
Argentina,Italy,2.4596054563918313,Argentina,0.8115374164622982,2.4596054563918313,0.8115374164622982
Ukraine,Scotland,1.2257637627057014,Ukraine,1.137569554058227,1.2257637627057014,1.137569554058227
Poland,Poland,1.3966545602788858,Wales,0.5925601411558188,1.3966545602788858,0.5925601411558188
Czechia,Czechia,1.1599563854620374,Switzerland,1.439008643321218,1.1599563854620374,1.439008643321218
N/A,Spain,2.5571342365330283,Portugal,1.8281582994841956,2.5571342365330283,1.8281582994841956
Norway,Serbia,1.446303832605966,Norway,0.6823409165150967,1.446303832605966,0.6823409165150967
Sweden,Slovenia,0.6746614145157506,Sweden,1.0243158809540027,0.6746614145157506,1.0243158809540027
Georgia,Georgia,0.7126263735135652,Gibraltar,0.15773814894135757,0.7126263735135652,0.15773814894135757
Austria,Croatia,1.2156090171057814,Austria,0.7698187485134658,1.2156090171057814,0.7698187485134658
Denmark,France,2.6653242698720687,Denmark,2.8003436597886475,2.6653242698720687,2.8003436597886475
Netherlands,Belgium,1.7299738910366553,Netherlands,2.8059746001487973,1.7299738910366553,2.8059746001487973
Slovakia,Belarus,0.1845668859806158,Slovakia,0.7915545706596113,0.1845668859806158,0.7915545706596113
Hungary,Hungary,1.5069687876891604,England,4.3659048848818784,1.5069687876891604,4.3659048848818784
N/A,Italy,2.442394294656549,Germany,2.132593383421465,2.442394294656549,2.132593383421465
Montenegro,Montenegro,0.5283054342346173,Romania,0.492314202585349,0.5283054342346173,0.492314202585349
Turkey,Turkey,0.7884209189904636,Faroe Islands,0.06790310044541431,0.7884209189904636,0.06790310044541431
Wales,Wales,0.7655731106772234,Ukraine,1.0510630692975245,0.7655731106772234,1.0510630692975245
Portugal,Portugal,2.154874993764737,Switzerland,1.2756502961809473,2.154874993764737,1.2756502961809473
N/A,Czechia,1.2298152780155869,Spain,2.4872753439794786,1.2298152780155869,2.4872753439794786
Serbia,Serbia,1.6584003573181378,Slovenia,0.5686131521596647,1.6584003573181378,0.5686131521596647
Georgia,Bulgaria,0.29076825130010725,Georgia,0.8182468603360571,0.29076825130010725,0.8182468603360571
Denmark,Austria,0.59131062809836,Denmark,3.157359900618859,0.59131062809836,3.157359900618859
N/A,Croatia,1.2880947797440956,France,2.592838507233754,1.2880947797440956,2.592838507233754
N/A,Iceland,0.23264474482656491,Albania,0.5005548868854801,0.23264474482656491,0.5005548868854801
Kazakhstan,Slovakia,0.7345149569472667,Kazakhstan,0.46331693101197124,0.7345149569472667,0.46331693101197124
N/A,Germany,2.2442589584944854,England,4.254239309808858,2.2442589584944854,4.254239309808858
Italy,Italy,2.8373306028911203,Hungary,1.3095006335718749,2.8373306028911203,1.3095006335718749
Bosnia and Herzegovina,Bosnia and Herzegovina,0.4125913133046355,Romania,0.45118213368125876,0.4125913133046355,0.45118213368125876
Turkey,Lithuania,0.08037577856043093,Turkey,0.8798732029431895,0.08037577856043093,0.8798732029431895
Netherlands,Wales,0.5869957251359224,Netherlands,3.1631293712314,0.5869957251359224,3.1631293712314
Belgium,Belgium,2.0426367361682094,Poland,1.2403231377131088,2.0426367361682094,1.2403231377131088
Ukraine,Republic of Ireland,0.4682745189315006,Ukraine,1.2109933417426852,0.4682745189315006,1.2109933417426852
Scotland,Scotland,1.3859917934569321,Armenia,0.29640252943099,1.3859917934569321,0.29640252943099
Portugal,Portugal,2.4933440209427697,Czechia,1.0605807644265708,2.4933440209427697,1.0605807644265708
Spain,Switzerland,1.087504014172926,Spain,2.8635679079955216,1.087504014172926,2.8635679079955216
N/A,Norway,0.6766545282973251,Slovenia,0.5742995403774362,0.6766545282973251,0.5742995403774362
Serbia,Sweden,0.8901800690403957,Serbia,1.926671981145352,0.8901800690403957,1.926671981145352
Georgia,North Macedonia,0.40391672887431385,Georgia,0.9468956592003068,0.40391672887431385,0.9468956592003068
N/A,Austria,0.6913870220551297,France,2.4927621132769846,0.6913870220551297,2.4927621132769846
Croatia,Denmark,2.9350871666007112,Croatia,1.7326402477803913,2.9350871666007112,1.7326402477803913
Israel,Albania,0.4650044195004557,Israel,0.2815553955850566,0.4650044195004557,0.2815553955850566
Slovakia,Azerbaijan,0.16353831594727253,Slovakia,0.8290468804098499,0.16353831594727253,0.8290468804098499
N/A,England,4.183393874462971,Italy,2.908176038237007,4.183393874462971,2.908176038237007
N/A,Hungary,1.3562385498180054,Germany,2.1975210422483547,1.3562385498180054,2.1975210422483547
N/A,Wales,0.6597777756875367,Belgium,1.969854685616595,0.6597777756875367,1.969854685616595
N/A,Netherlands,3.0669890595554854,Poland,1.3364634493890233,3.0669890595554854,1.3364634493890233
Ukraine,Ukraine,1.3617329288600528,Armenia,0.2210327358723062,1.3617329288600528,0.2210327358723062
Republic of Ireland,Republic of Ireland,0.6537011501703439,Scotland,1.2932784778375104,0.6537011501703439,1.2932784778375104
Romania,Romania,0.5157215389793086,Finland,0.16194221665021452,0.5157215389793086,0.16194221665021452
Turkey,Luxembourg,0.1412301915576812,Turkey,0.9873577707853864,0.1412301915576812,0.9873577707853864
Spain,Spain,3.2559827752377313,Czechia,0.8643733308054662,3.2559827752377313,0.8643733308054662
Switzerland,Switzerland,1.4455888176844955,Portugal,2.3143016191869847,1.4455888176844955,2.3143016191869847
N/A,Slovenia,0.641918162415832,Serbia,1.859053359106956,0.641918162415832,1.859053359106956
N/A,Georgia,0.9140892888052967,Bulgaria,0.3235746216951172,0.9140892888052967,0.3235746216951172
Denmark,Denmark,3.2977345854662956,Austria,0.5100633126223376,3.2977345854662956,0.5100633126223376
Croatia,France,2.281491995224116,Croatia,2.155180483886129,2.281491995224116,2.155180483886129
Kazakhstan,Kazakhstan,0.5925533121541533,Slovakia,0.7644286898387587,0.5925533121541533,0.7644286898387587
N/A,Albania,0.4517498106192612,Estonia,0.21316685075776232,0.4517498106192612,0.21316685075776232
Hungary,England,3.906412253248922,Hungary,1.9102017922461032,3.906412253248922,1.9102017922461032
Germany,Germany,2.7080907502968907,Italy,2.6528911842127387,2.7080907502968907,2.6528911842127387
Netherlands,Netherlands,3.4396657430797877,Wales,0.47343943392538557,3.4396657430797877,0.47343943392538557
Belgium,Poland,1.1711475426387423,Belgium,2.300486499117157,1.1711475426387423,2.300486499117157
Scotland,Armenia,0.14531717518681536,Scotland,1.4447095992084922,0.14531717518681536,1.4447095992084922
N/A,Ukraine,1.3263313399255672,Republic of Ireland,0.6891027391048293,1.3263313399255672,0.6891027391048293
Montenegro,Romania,0.4635201903186123,Montenegro,0.63270813155601,0.4635201903186123,0.63270813155601
Turkey,Turkey,1.0941311257199682,Lithuania,0.026989101093140067,1.0941311257199682,0.026989101093140067
Scotland,Scotland,1.7218136931218981,Ukraine,1.1877792929688642,1.7218136931218981,1.1877792929688642
Croatia,Croatia,2.7004719908213715,Denmark,3.0250888319986746,2.7004719908213715,3.0250888319986746
France,France,2.5606475260087613,Austria,0.37048554723001487,2.5606475260087613,0.37048554723001487
Belgium,Belgium,2.5778790924214117,Wales,0.33474313727325844,2.5778790924214117,0.33474313727325844
Netherlands,Poland,0.9406068783528158,Netherlands,3.900747071651641,0.9406068783528158,3.900747071651641
N/A,Turkey,1.0464860790118538,Luxembourg,0.18887523826579555,1.0464860790118538,0.18887523826579555
Azerbaijan,Slovakia,0.7180303395494572,Azerbaijan,0.25633501652587565,0.7180303395494572,0.25633501652587565
Hungary,Germany,2.477176123169741,Hungary,2.372031046500403,2.477176123169741,2.372031046500403
Italy,Italy,3.308821527958905,England,3.5784470813758387,3.308821527958905,3.5784470813758387
N/A,Finland,0.1770211153336344,Romania,0.4484412916351924,0.1770211153336344,0.4484412916351924
Georgia,Georgia,1.0458898905732579,North Macedonia,0.3380164279903333,1.0458898905732579,0.3380164279903333
Portugal,Czechia,0.7054395833058436,Portugal,2.63216911418623,0.7054395833058436,2.63216911418623
Switzerland,Spain,3.02090419559162,Switzerland,1.9157459769767184,3.02090419559162,1.9157459769767184
Ukraine,Armenia,0.07866235177903139,Ukraine,1.321088939784432,0.07866235177903139,1.321088939784432
Scotland,Scotland,1.962905336344571,Republic of Ireland,0.5685569174934929,1.962905336344571,0.5685569174934929
Israel,Israel,0.3548859162054884,Albania,0.4150845503090453,0.3548859162054884,0.4150845503090453
Slovenia,Slovenia,0.7737754314871477,Norway,0.6107258937616673,0.7737754314871477,0.6107258937616673
Serbia,Serbia,2.133976701921691,Sweden,0.7527183976330281,2.133976701921691,0.7527183976330281
Croatia,Austria,0.21693767032744554,Croatia,3.00756774462651,0.21693767032744554,3.00756774462651
Denmark,Denmark,3.5836624677994187,France,2.2813607081083895,3.5836624677994187,2.2813607081083895
Poland,Wales,0.2709756364919547,Poland,1.0681418799154234,0.2709756364919547,1.0681418799154234
Netherlands,Netherlands,4.548609688058947,Belgium,2.253947784217759,4.548609688058947,2.253947784217759
Faroe Islands,Faroe Islands,0.1793420183911411,Turkey,0.9907666200389903,0.1793420183911411,0.9907666200389903
N/A,Slovakia,0.691357166871015,Belarus,0.21124005865905787,0.691357166871015,0.21124005865905787
N/A,England,3.5233835334655335,Germany,2.532239671080046,3.5233835334655335,2.532239671080046
Italy,Hungary,2.0879884177774373,Italy,3.8769067854048362,2.0879884177774373,3.8769067854048362
Romania,Romania,0.5345445521291752,Bosnia and Herzegovina,0.3695396830576441,0.5345445521291752,0.3695396830576441
Georgia,Gibraltar,0.0975567469656268,Georgia,1.1662526945247196,0.0975567469656268,1.1662526945247196
Spain,Portugal,2.3495154486973373,Spain,3.5862115265694055,2.3495154486973373,3.5862115265694055
Switzerland,Switzerland,2.177864533004975,Czechia,0.5743803052917154,2.177864533004975,0.5743803052917154
N/A,Ukraine,1.3531797596124389,Scotland,1.930814516516564,1.3531797596124389,1.930814516516564
N/A,Albania,0.4059625600349212,Iceland,0.2417667351006889,0.4059625600349212,0.2417667351006889
Serbia,Norway,0.47349076397749934,Serbia,2.4084469614900272,0.47349076397749934,2.4084469614900272
N/A,Sweden,0.7537712493257339,Slovenia,0.7727225797944416,0.7537712493257339,0.7727225797944416
N/A,Saudi Arabia,0.49529812800174605,Albania,0.41066443203317515,0.49529812800174605,0.41066443203317515
Qatar,Albania,0.3774047410108016,Qatar,0.3210487704590425,0.3774047410108016,0.3210487704590425
Italy,Albania,0.1646891646900197,Italy,4.302337938046401,0.1646891646900197,4.302337938046401
Austria,Andorra,-0.06378435057229953,Austria,0.2330590724069346,-0.06378435057229953,0.2330590724069346
Czechia,Czechia,0.6497525376600011,Faroe Islands,0.14165590220699825,0.6497525376600011,0.14165590220699825
Germany,Oman,0.3483880164459977,Germany,2.8354636381880507,0.3483880164459977,2.8354636381880507
Poland,Poland,1.224956067906966,Chile,0.42159290600422883,1.224956067906966,0.42159290600422883
Croatia,Saudi Arabia,0.3201548343703332,Croatia,3.3578543318893357,0.3201548343703332,3.3578543318893357
Turkey,Turkey,1.2829247336945457,Scotland,1.7847354596887863,1.2829247336945457,1.7847354596887863
Spain,Jordan,0.2956894236715297,Spain,3.994832679226346,0.2956894236715297,3.994832679226346
N/A,Luxembourg,0.2838308972413776,Hungary,1.9930327588018553,0.2838308972413776,1.9930327588018553
N/A,Montenegro,0.6356405833217602,Slovakia,0.6884247151052647,0.6356405833217602,0.6884247151052647
Morocco,Morocco,0.666625269452472,Georgia,1.0829400597984837,0.666625269452472,1.0829400597984837
Portugal,Portugal,2.634466993567071,Nigeria,0.35752422756513313,2.634466993567071,0.35752422756513313
Slovenia,Romania,0.46918119553299437,Slovenia,0.9034492929868033,0.46918119553299437,0.9034492929868033
Ghana,Switzerland,2.043971306354726,Ghana,0.7677864533004976,2.043971306354726,0.7677864533004976
Serbia,Bahrain,0.35445890192549856,Serbia,2.69927915763903,0.35445890192549856,2.69927915763903
Egypt,Egypt,0.775394778421776,Belgium,2.1162503950068707,0.775394778421776,2.1162503950068707
Albania,Albania,0.18902431633692482,Armenia,0.06649477595557883,0.18902431633692482,0.06649477595557883
Turkey,Turkey,1.4761924608300006,Czechia,0.5531186740922737,1.4761924608300006,0.5531186740922737
Austria,Austria,0.6865987734522683,Italy,4.075568087523734,0.6865987734522683,4.075568087523734
Hungary,Hungary,2.241464375773608,Greece,0.3670676024297941,2.241464375773608,0.3670676024297941
Romania,Moldova,0.07939441390124427,Romania,0.5269259965260721,0.07939441390124427,0.5269259965260721
N/A,Slovakia,0.6750831246502129,Chile,0.4349344964592806,0.6750831246502129,0.4349344964592806
Slovenia,Slovenia,1.0573582806176598,Montenegro,0.5586860895063319,1.0573582806176598,0.5586860895063319
Netherlands,Senegal,0.24756951559705265,Netherlands,5.0534706568648415,0.24756951559705265,5.0534706568648415
England,England,3.925721886812087,Iran,0.2988308233267233,3.925721886812087,0.2988308233267233
N/A,Mexico,0.5362478033953483,Poland,1.1887082645116176,0.5362478033953483,1.1887082645116176
N/A,Denmark,3.4294793444094474,Tunisia,0.6541831233899709,3.4294793444094474,0.6541831233899709
France,France,2.5594967789192284,Australia,0.3609319645945805,2.5594967789192284,0.3609319645945805
Japan,Germany,2.662716706278648,Japan,0.9649688638188052,2.662716706278648,0.9649688638188052
Spain,Spain,4.444315947148981,Costa Rica,0.2752583660386827,4.444315947148981,0.2752583660386827
N/A,Morocco,0.8011867225743152,Croatia,3.2232928787674924,0.8011867225743152,3.2232928787674924
Belgium,Belgium,2.377875434507558,Canada,0.3691874802496564,2.377875434507558,0.3691874802496564
Switzerland,Switzerland,2.2983684369901987,Cameroon,0.3728014346822637,2.2983684369901987,0.3728014346822637
Brazil,Brazil,0.819927915763903,Serbia,2.5393151997570786,0.819927915763903,2.5393151997570786
Portugal,Portugal,2.974692338253828,Ghana,0.5976737809571191,2.974692338253828,0.5976737809571191
N/A,Netherlands,4.8257971240216,Ecuador,0.727673532843242,4.8257971240216,0.727673532843242
N/A,England,3.751108292471483,United States,0.6080635943406043,3.751108292471483,0.6080635943406043
Poland,Poland,1.3395945743998128,Saudi Arabia,0.24471167942623567,1.3395945743998128,0.24471167942623567
France,France,3.1583943912520964,Denmark,3.1300305382430134,3.1583943912520964,3.1300305382430134
N/A,Spain,4.355235985105463,Germany,2.751796668322165,4.355235985105463,2.751796668322165
Morocco,Belgium,2.218922326653464,Morocco,1.1190929382825026,2.218922326653464,1.1190929382825026
Croatia,Croatia,3.5825409146692073,Canada,0.18956346229879897,3.5825409146692073,0.18956346229879897
N/A,Cameroon,0.48112712293600446,Serbia,2.4309895115033378,0.48112712293600446,2.4309895115033378
Brazil,Brazil,1.1317575510393132,Switzerland,2.1424536193524935,1.1317575510393132,2.1424536193524935
Portugal,Portugal,3.322161572079211,Uruguay,0.32626538308730857,3.322161572079211,0.32626538308730857
Netherlands,Qatar,0.06370647573501037,Netherlands,5.340481713469664,0.06370647573501037,5.340481713469664
England,Wales,0.06987144004378282,England,4.153316685367827,0.06987144004378282,4.153316685367827
Argentina,Poland,1.2320379748567072,Argentina,1.0266506155485093,1.2320379748567072,1.0266506155485093
Australia,Australia,0.7100282148783399,Denmark,2.9554824131011337,0.7100282148783399,2.9554824131011337
Tunisia,Tunisia,1.0354408748541777,France,2.967765515519993,1.0354408748541777,2.967765515519993
Japan,Japan,1.4969893487112322,Spain,4.08922574265925,1.4969893487112322,4.08922574265925
Germany,Costa Rica,0.12390561432064029,Germany,3.0545021717582497,0.12390561432064029,3.0545021717582497
N/A,Croatia,3.51435998526842,Belgium,2.287103256054251,3.51435998526842,2.287103256054251
Switzerland,Serbia,2.202317354960546,Switzerland,2.5997979324380767,2.202317354960546,2.5997979324380767
South Korea,South Korea,0.8822161572079212,Portugal,3.1310534934752505,0.8822161572079212,3.1310534934752505
Netherlands,Netherlands,5.935336244250692,United States,0.31063632895009086,5.935336244250692,0.31063632895009086
France,France,3.387745864557663,Poland,1.0220478003378721,3.387745864557663,1.0220478003378721
England,England,4.593405305464316,Senegal,0.027525205548808634,4.593405305464316,0.027525205548808634
N/A,Japan,1.5978578805390915,Croatia,3.4134914534405607,1.5978578805390915,3.4134914534405607
N/A,Morocco,1.2675995785013399,Spain,3.940719102440413,1.2675995785013399,3.940719102440413
Portugal,Portugal,3.7041386360665833,Switzerland,2.31325536114241,3.7041386360665833,2.31325536114241
N/A,Croatia,3.2994047583204984,Brazil,1.2458442461593755,3.2994047583204984,1.2458442461593755
N/A,Netherlands,5.689901962815583,Argentina,1.2720848969836185,5.689901962815583,1.2720848969836185
Morocco,Morocco,1.7647733999581323,Portugal,3.455551725338187,1.7647733999581323,3.455551725338187
France,England,4.194347746963216,France,4.185860981559861,4.194347746963216,4.185860981559861
Argentina,Argentina,1.7292338625140304,Croatia,3.0708302755552923,1.7292338625140304,3.0708302755552923
France,France,4.780924419711661,Morocco,1.4672416808822324,4.780924419711661,1.4672416808822324
Croatia,Croatia,3.524637471199045,Morocco,1.240338083060356,3.524637471199045,1.240338083060356
N/A,Argentina,1.8818183903739119,France,4.6283398918517795,1.8818183903739119,4.6283398918517795
Serbia,United States,0.18498864475455898,Serbia,2.45361272335161,0.18498864475455898,2.45361272335161
Hungary,Hungary,2.4869274984267453,Estonia,0.09043528943119378,2.4869274984267453,0.09043528943119378
England,Italy,3.662072295799386,England,5.021339330411911,3.662072295799386,5.021339330411911
Denmark,Denmark,3.268732765944611,Finland,0.020395938911896005,3.268732765944611,0.020395938911896005
Slovenia,Kazakhstan,0.5100577325155626,Slovenia,1.2223494398948413,0.5100577325155626,1.2223494398948413
Portugal,Portugal,3.820915227361075,Liechtenstein,0.015401543879248442,3.820915227361075,0.015401543879248442
N/A,Slovakia,0.6555205132797711,Luxembourg,0.30339350861181935,0.6555205132797711,0.30339350861181935
France,France,5.660164077318516,Netherlands,5.173989870082214,5.660164077318516,5.173989870082214
Czechia,Czechia,0.7106353215352883,Poland,0.9432894766163648,0.7106353215352883,0.9432894766163648
Austria,Austria,0.7808921524500828,Azerbaijan,0.20918832702696843,0.7808921524500828,0.20918832702696843
Belgium,Sweden,0.6017275240567347,Belgium,2.5911907065922493,0.6017275240567347,2.5911907065922493
Serbia,Serbia,2.701672905796085,Lithuania,-0.09704099012909743,2.701672905796085,-0.09704099012909743
Georgia,Georgia,1.2412340657783323,Mongolia,0.4208529970100758,1.2412340657783323,0.4208529970100758
Germany,Germany,3.409952388934075,Peru,0.3222748914120875,3.409952388934075,0.3222748914120875
Scotland,Scotland,1.991209690182791,Cyprus,0.17676973000425517,1.991209690182791,0.17676973000425517
Spain,Spain,4.382140089082204,Norway,0.2527802706566037,4.382140089082204,0.2527802706566037
N/A,Croatia,3.351899169641282,Wales,0.24260974160154594,3.351899169641282,0.24260974160154594
Turkey,Armenia,-0.010639585883700148,Turkey,1.6304611845085586,-0.010639585883700148,1.6304611845085586
Switzerland,Belarus,0.08501528766898447,Switzerland,2.565704903122557,0.08501528766898447,2.565704903122557
Romania,Andorra,-0.08694143286998815,Romania,0.5732401611214495,-0.08694143286998815,0.5732401611214495
England,England,5.658791239414347,Ukraine,1.0344538051112213,5.658791239414347,1.0344538051112213
Italy,Malta,0.044872708175140136,Italy,4.052277033059863,0.044872708175140136,4.052277033059863
Slovenia,Slovenia,1.3397545404229922,San Marino,-0.10700098487740908,1.3397545404229922,-0.10700098487740908
Kazakhstan,Kazakhstan,0.88793678236158,Denmark,3.0797932410216022,0.88793678236158,3.0797932410216022
Portugal,Luxembourg,0.09717807181317459,Portugal,4.233346100958364,0.09717807181317459,4.233346100958364
Slovakia,Slovakia,0.7580265329135126,Bosnia and Herzegovina,0.3182866732407733,0.7580265329135126,0.3182866732407733
France,Republic of Ireland,0.2571208677528925,France,6.283036176799717,0.2571208677528925,6.283036176799717
Netherlands,Netherlands,5.701144531786999,Gibraltar,-0.16602058388676524,5.701144531786999,-0.16602058388676524
Poland,Poland,1.0565208559116939,Albania,0.13240862668926034,1.0565208559116939,0.13240862668926034
N/A,Moldova,0.11095645928294648,Czechia,0.679073276153586,0.11095645928294648,0.679073276153586
Austria,Austria,0.8680248966382105,Estonia,0.046868917337129945,0.8680248966382105,0.046868917337129945
Hungary,Hungary,2.767977710438932,Bulgaria,0.18304951568902406,2.767977710438932,0.18304951568902406
Serbia,Montenegro,0.395668139741211,Serbia,3.027708805326327,0.395668139741211,3.027708805326327
Belgium,Germany,3.1098952341577584,Belgium,3.191305016144882,3.1098952341577584,3.191305016144882
Scotland,Scotland,2.6285446681092903,Spain,4.0634726001189545,2.6285446681092903,4.0634726001189545
N/A,Georgia,1.191811376022246,Norway,0.3022029604126901,1.191811376022246,0.3022029604126901
Croatia,Turkey,1.3813431668010665,Croatia,3.850135205056266,1.3813431668010665,3.850135205056266
Switzerland,Switzerland,2.857763985055362,Israel,0.20885637523908615,2.857763985055362,0.20885637523908615
Romania,Romania,0.639065706000493,Belarus,0.05210251522946278,0.639065706000493,0.05210251522946278
N/A,Germany,3.0061231627054315,Ukraine,1.1382258765635482,3.0061231627054315,1.1382258765635482
Croatia,Netherlands,5.223580544944835,Croatia,4.805263178740593,5.223580544944835,4.805263178740593
Spain,Spain,4.875047563436837,Italy,3.646489551400922,4.875047563436837,3.646489551400922
Poland,Poland,1.4627852577734066,Germany,2.802990961774575,1.4627852577734066,2.802990961774575
Serbia,Serbia,3.360048628226113,Jordan,0.12951951222163685,3.360048628226113,0.12951951222163685
France,Gibraltar,-0.4718713635324129,France,6.894737736091012,-0.4718713635324129,6.894737736091012
England,Malta,-0.24031048920433423,England,6.229157634173297,-0.24031048920433423,6.229157634173297
Ukraine,North Macedonia,0.2642043127626392,Ukraine,1.2858501070189365,0.2642043127626392,1.2858501070189365
Turkey,Latvia,0.18529437683239403,Turkey,1.5462523819203782,0.18529437683239403,1.5462523819203782
Finland,Finland,0.15641098684538485,Slovenia,1.2717470164562479,0.15641098684538485,1.2717470164562479
Denmark,Denmark,3.4284707968083197,Northern Ireland,0.23264353895220824,3.4284707968083197,0.23264353895220824
Switzerland,Andorra,-0.22548256047925685,Switzerland,3.1348462402738995,-0.22548256047925685,3.1348462402738995
N/A,Kosovo,0.48123594875239206,Romania,0.6307588766716454,0.48123594875239206,0.6307588766716454
Scotland,Norway,0.15566557898659106,Scotland,2.921619430961489,0.15566557898659106,2.921619430961489
Georgia,Cyprus,0.1083406747029301,Georgia,1.3286694866248963,0.1083406747029301,1.3286694866248963
Czechia,Faroe Islands,0.10061944328896902,Czechia,0.7611461939896446,0.10061944328896902,0.7611461939896446
Albania,Albania,0.15674513528648104,Moldova,0.09878820498433613,0.15674513528648104,0.09878820498433613
N/A,Belgium,3.0751410101695487,Austria,0.9841889026135441,3.0751410101695487,0.9841889026135441
N/A,Montenegro,0.514283618276097,Hungary,2.6493622319040453,0.514283618276097,2.6493622319040453
Slovakia,Iceland,0.19177707169997882,Slovakia,0.8580058597149329,0.19177707169997882,0.8580058597149329
Portugal,Portugal,4.688509378378279,Bosnia and Herzegovina,0.09070503453081638,4.688509378378279,0.09070503453081638
Italy,Netherlands,4.780077040127547,Italy,4.533496561035498,4.780077040127547,4.533496561035498
N/A,Croatia,4.808752397975406,Spain,4.8715583442020245,4.808752397975406,4.8715583442020245
France,France,7.620918269943093,Greece,0.003977335503753732,7.620918269943093,0.003977335503753732
