Slovakia,Georgia,Romania,Albania,Czechia,Scotland,Ukraine,Poland,Turkey,Austria,Switzerland,Serbia,Slovenia,Belgium,Hungary,Germany,Denmark,Italy,Croatia,Netherlands,Spain,Portugal,England,France
0.6658128042937888,1.114318831366679,1.3825967753897255,1.428648067966677,1.7771640139633897,1.878575744019588,2.1308663593868546,2.414483101772019,2.554146921952479,2.888036015803704,3.1053914525044615,3.3266425427813693,3.5891942426102545,4.979204538687813,4.9956248094923685,5.414202232246495,5.638730950719454,6.009250149900347,6.437093434035212,6.601032065000021,7.909358005068054,8.619644815811816,8.658582626784076,10.111224755247699
