GERMANY,93
FRANCE,235
SPAIN,151
AUSTRIA,35
BELGIUM,59
ENGLAND,321
PORTUGAL,365
TURKEY,41
NETHERLANDS,149
HUNGARY,49
DENMARK,139
SERBIA,81
POLAND,19
SCOTLAND,19
ITALY,47
SLOVENIA,25
CROATIA,97
UKRAINE,9
CZECHIA,11
SWITZERLAND,25
GEORGIA,7
ALBANIA,1
